isim;adres;latitude;longitude;google_maps_link
Arabica Coffee Houseİstanbul Bakırköy;"Zeytinlik mahallesi EBUZİYA CAD.NO :24/A; 34140 Bakirköy/İstanbul; Türkiye";'40.97754;'28.874582;"https://www.google.com/maps?q=40.97754;28.874582"
Arabica Coffee Houseİzmir Küçükpark Bornova;"Kazimdirik; Süvari Cd. 44/D; 35100 Bornova/İzmir; Türkiye";'38.4624276;'27.2138608;"https://www.google.com/maps?q=38.4624276;27.2138608"
Arabica Coffee HouseŞanlıurfa Karaköprü;"Atakent; GAP Bulvari No:136 B; 63320 Karaköprü/Şanliurfa; Türkiye";'37.2268469;'38.7959586;"https://www.google.com/maps?q=37.2268469;38.7959586"
"Arabica SuitOfis-Balgat ""Çalışmayı Sevenlerin Kahve Dükkanı""";"Nasuh Akar; Türkocagi Cd. No:34; 06560 Cankaya/Ankara; Türkiye";'39.9047277;'32.8230676;"https://www.google.com/maps?q=39.9047277;32.8230676"
Arabicano Coffee;"Kandilli; Fatinhoca Sokagi No:34684; 34684 Üsküdar/İstanbul; Türkiye";'41.0716563;'29.0606866;"https://www.google.com/maps?q=41.0716563;29.0606866"
Arabicca Cafe;"Kooperatifler; Ofis; Art St; 21000 Yenişehir/Diyarbakir; Türkiye";'37.9208697;'40.2213791;"https://www.google.com/maps?q=37.9208697;40.2213791"
Arabicca Coffee House Mahall;"Mustafa Kemal Mah Dumlupinar Bulvari No: 274/7E; 06530 Cankaya/Ankara; Türkiye";'39.9077423;'32.7540686;"https://www.google.com/maps?q=39.9077423;32.7540686"
Best Coffee Shop / Lavazza;"Barbaros; 17020 Canakkale Merkez/Canakkale; Türkiye";'40.1239233;'26.4110343;"https://www.google.com/maps?q=40.1239233;26.4110343"
Best Coffee Shop Lavazza;"Sahrayi Cedit; Batman Sk. No:18; 34734 Kadiköy/İstanbul; Türkiye";'40.9875706;'29.0834358;"https://www.google.com/maps?q=40.9875706;29.0834358"
Best Coffee Shop Lavazza;"Kozyatagi; 34742 Kadiköy/İstanbul; Türkiye";'40.975549;'29.0973478;"https://www.google.com/maps?q=40.975549;29.0973478"
Best Coffee Shop Lavazza;"Mah; Vali Rahmi Bey; 138. Sk. No:26/1; 35380 Buca; Türkiye";'38.3880851;'27.1649123;"https://www.google.com/maps?q=38.3880851;27.1649123"
BEST COFFEE SHOP LAVAZZA;"İnönü; 33130 Yenişehir/Mersin; Türkiye";'36.782238;'34.5965226;"https://www.google.com/maps?q=36.782238;34.5965226"
BEST COFFEE SHOP LAVAZZA ATİRUS;"Fatih; Riza Küçükoglupaşa Cd.; 34500 Büyükçekmece/İstanbul; Türkiye";'41.0212413;'28.5839866;"https://www.google.com/maps?q=41.0212413;28.5839866"
BEST COFFEE SHOP LAVAZZA ATİRUS AVM;"Fatih Mh; Rizaküçükoglu; Cemalpaşa Cad. No:40; 34000 Büyükçekmece/İstanbul; Türkiye";'41.0565898;'28.6820215;"https://www.google.com/maps?q=41.0565898;28.6820215"
BEX Coffee;"Bahçelievler; Süleyman Demirel Cd. no: 93/1; 32200 Merkez/Isparta; Türkiye";'37.78246240000000;'30.5455127;"https://www.google.com/maps?q=37.78246240000001;30.5455127"
BEX Coffee;"Cinar; Kadir Has Cd. C05 NO: 55 B; 34840 Maltepe/İstanbul; Türkiye";'40.9470202;'29.1207268;"https://www.google.com/maps?q=40.9470202;29.1207268"
BEX Coffee;"Meltem mah. Akdeniz Bulvari Ticari Blok No.10 iç kapi no.41 07100; 07100 Konyaalti/Antalya; Türkiye";'36.8816526;'30.6698429;"https://www.google.com/maps?q=36.8816526;30.6698429"
Big Chef;"Cildir; Marmaris Ortaokulu Karşisi; İsmet Kamil Öner Cd. No:20; 48700 Marmaris/Mugla; Türkiye";'36.8470964;'28.2554885;"https://www.google.com/maps?q=36.8470964;28.2554885"
Big chef italyan pizza;"Cemalgürsel; İsmet Paşa Cd. Doganlar sitesi b blok 117 f; 44000 Yeşilyurt/Malatya; Türkiye";'38.3351751;'38.3028309;"https://www.google.com/maps?q=38.3351751;38.3028309"
Big Chef kahvaltı deniz manzaralı;"Caferaga; Küçükmoda Burnu Sk No:23; 34710 Kadiköy/İstanbul; Türkiye";'40.9803687;'29.0258854;"https://www.google.com/maps?q=40.9803687;29.0258854"
Big cheff;"Bahçelievler; Musa Atik Cd.; 56000 Siirt Merkez/Siirt; Türkiye";'37.9358819;'41.9373818;"https://www.google.com/maps?q=37.9358819;41.9373818"
Big Chefs;"Fener; 1964. Sk. No:36; 07160 Muratpaşa/Antalya; Türkiye";'36.84947289999990;'30.7535412;"https://www.google.com/maps?q=36.84947289999999;30.7535412"
Big Chefs;"İncek; Bulvar Loft; 06830 Gölbaşi/Ankara; Türkiye";'39.8031309;'32.689776;"https://www.google.com/maps?q=39.8031309;32.689776"
Big Chefs;"Etiler; Nispetiye Cad. No:89; 34337 Beşiktaş/İstanbul; Türkiye";'41.0828012;'29.0343882;"https://www.google.com/maps?q=41.0828012;29.0343882"
Big Chefs;"Aziziye; 602. Sk. b-6; 21120 Yenişehir/Diyarbakir; Türkiye";'37.9388485;'40.2103342;"https://www.google.com/maps?q=37.9388485;40.2103342"
Big Chefs;"Fevzi Cakmak Bulv. Zemin Kat No:37/38 Sanko Park AVM; 27660 Şehitkamil/Gaziantep; Türkiye";'37.0628843;'37.3615205;"https://www.google.com/maps?q=37.0628843;37.3615205"
Big chefs;"Üçkuyular; 35330 Karabaglar/İzmir; Türkiye";'38.3990146;'27.0681933;"https://www.google.com/maps?q=38.3990146;27.0681933"
Big Chefs;"Egriçam Mahallesi Adnan Menderes Bulvari No:33 E Blok No:58-59; 33150 Yenişehir/Mersin; Türkiye";'36.770911;'34.570308;"https://www.google.com/maps?q=36.770911;34.570308"
Big Chefs - A Plus Ataköy AVMŞubesi;"Adnan Kahveci Bulvari; Ataköy Plus AVM; 34158 Bakirköy/İstanbul; Türkiye";'40.97812769999990;'28.8509763;"https://www.google.com/maps?q=40.97812769999999;28.8509763"
Big Chefs - AdanaŞubesi;"Kurtuluş; Mithat Saraçoglu Cd. No 3 D:3; 01130 Seyhan/Adana; Türkiye";'37.0008039;'35.3222437;"https://www.google.com/maps?q=37.0008039;35.3222437"
Big Chefs - AfyonŞubesi;"Hasan Karaagaç; Mah. Turgut Özal Cad; 03100 Afyonkarahisar Merkez/Afyonkarahisar; Türkiye";'38.7728786;'30.5103967;"https://www.google.com/maps?q=38.7728786;30.5103967"
Big Chefs - AgoraŞubesi;"Bahçelerarasi Mahallesi; Mithatpaşa Caddesi; No:26; K:Zemin; D:16; 35330 Balçova; Türkiye";'38.3947492;'27.0546984;"https://www.google.com/maps?q=38.3947492;27.0546984"
Big Chefs - Alanya MahallesimutlarŞubesi;"Mahmutlar; Yekta Mall; Atatürk Cd. No:123/C D:72; 07450 Alanya/Antalya; Türkiye";'36.4845586;'32.1051782;"https://www.google.com/maps?q=36.4845586;32.1051782"
Big Chefs - AlsancakŞubesi;"Kültür; Atatürk Cd. NO:172; 35220 Konak/İzmir; Türkiye";'38.4297263;'27.1344914;"https://www.google.com/maps?q=38.4297263;27.1344914"
Big Chefs - Anadolu HisarıŞubesi;"Anadolu Hisari; Küçüksu Cd. No: 4; 34810 Beykoz/İstanbul; Türkiye";'41.081122;'29.0667299;"https://www.google.com/maps?q=41.081122;29.0667299"
Big Chefs - Antalya LaraŞubesi;"Fener; Lara Cd. 307/2; 07160 Muratpaşa/Antalya; Türkiye";'36.8482918;'30.7554581;"https://www.google.com/maps?q=36.8482918;30.7554581"
Big Chefs - AnthavenŞubesi;"Akyarlar; Aspat Mevkii; Atatürk Cd. NO:348; 48960 Bodrum/Mugla; Türkiye";'36.97964390000000;'27.3114803;"https://www.google.com/maps?q=36.97964390000001;27.3114803"
Big Chefs - Aqua Florya AVMŞubesi;"Şenlikköy; Yeşilköy Halkali Cd. No:93; 34153 Bakirköy/İstanbul; Türkiye";'40.9647388;'28.7985558;"https://www.google.com/maps?q=40.9647388;28.7985558"
Big Chefs - Arcadium AVMŞubesi;"Koru; 2432. Cd. No:49-50; 06810 Cankaya/Ankara; Türkiye";'39.8828047;'32.6856048;"https://www.google.com/maps?q=39.8828047;32.6856048"
Big Chefs - Astoria AVMŞubesi;"Esentepe; Astoria İş ve Yaşam Merkezi; Büyükdere Cd. no:127; 34394 Şişli/İstanbul; Türkiye";'41.0680246;'29.0058102;"https://www.google.com/maps?q=41.0680246;29.0058102"
Big Chefs - Atakule AVMŞubesi;"Cankaya; Cankaya Cd. no 1.B D:41; 06690 Cankaya/Ankara; Türkiye";'39.88601209999990;'32.85591350000000;"https://www.google.com/maps?q=39.88601209999999;32.85591350000001"
Big Chefs - AtakumŞubesi;"Mimar Sinan Mahallesi Adnan Menderes Bulvari 1. Kisim; 183 B/16; 55200 Atakum/Samsun; Türkiye";'41.3339231;'36.2826977;"https://www.google.com/maps?q=41.3339231;36.2826977"
Big Chefs - AvanosŞubesi;"Cumhuriyet; Taş Köprü; Zelve Cd. No:2; 50500 Avanos/Nevşehir; Türkiye";'38.7153167;'34.8434196;"https://www.google.com/maps?q=38.7153167;34.8434196"
Big Chefs - Bahçeşehir GöletŞubesi;"Bahçeşehir 1. Kisim Mahallesi Doga Parki Cad. M Blok Apt. No: 13 -15; 34488; Türkiye";'41.0644441;'28.6968421;"https://www.google.com/maps?q=41.0644441;28.6968421"
Big Chefs - Bilkent Center AVMŞubesi;"Üniversiteler; 1597. Cd. No:3 D:45; 06800 Cankaya/Ankara; Türkiye";'39.8842097;'32.7583443;"https://www.google.com/maps?q=39.8842097;32.7583443"
Big Chefs - Bodrum Marina VistaŞubesi;"Eskiçeşme; Neyzen Tevfik Cd. No:168; 48400 Bodrum/Mugla; Türkiye";'37.0346441;'27.4217656;"https://www.google.com/maps?q=37.0346441;27.4217656"
Big Chefs - Bodrum YahşiŞubesi;"Yahşi Mahallesi; Arcopol of Bodrum Otel; Yali Cd. No:30/1; 48420 Bodrum/Mugla; Türkiye";'37.0204189;'27.343235;"https://www.google.com/maps?q=37.0204189;27.343235"
Big Chefs - Brand VadiŞubesi;"Karaagaç; Dr. Hasan AKGÜN caddesi No:201/1A; 34536 Büyükçekmece/İstanbul; Türkiye";'41.079711;'28.600851;"https://www.google.com/maps?q=41.079711;28.600851"
Big Chefs - Bulvar LoftŞubesi;"Kizilcaşar Mah. Yavuz Sultan Selim Bulvari Bulvar Loft Sitesi A2 Blok NO: 117; 06830 Göbaşi/Ankara; Türkiye";'39.831717;'32.7323411;"https://www.google.com/maps?q=39.831717;32.7323411"
Big Chefs - Caddesi 54Şubesi;"BP; Arabacialani; 54. Cadde; 54. Site No:3 K; 54050 Serdivan/Sakarya; Türkiye";'40.7749284;'30.365519;"https://www.google.com/maps?q=40.7749284;30.365519"
Big Chefs - Capitol AVMŞubesi;"Altunizade; Mahir İz Cd. No:4/2; 34662 Üsküdar/İstanbul; Türkiye";'41.0208292;'29.0398489;"https://www.google.com/maps?q=41.0208292;29.0398489"
Big Chefs - Cevahir AVMŞubesi;"19 Mayis; CEVAHİR AVM; Büyükdere Cd. No: 22 Kat 6/602; 34363 Şişli/İstanbul; Türkiye";'41.06296529999990;'28.9917526;"https://www.google.com/maps?q=41.06296529999999;28.9917526"
Big Chefs - City's Nişantaşı AVMŞubesi;"Teşvikiye; Teşvikiye Cd. No:162; 34365 Şişli/İstanbul; Türkiye";'41.0512066;'28.9927418;"https://www.google.com/maps?q=41.0512066;28.9927418"
Big Chefs - ÇayyoluŞubesi;"Ahmet Taner Kişlali Mahallesi Dora Park A Blok No: 1-2; 06810 Cankaya; Türkiye";'39.8724625;'32.68827;"https://www.google.com/maps?q=39.8724625;32.68827"
Big Chefs - ÇekmeköyŞubesi;"Merkez; Camliyaka Konaklari; Cavuşbaşi Cd. No:84; 34782 Cekmeköy/İstanbul; Türkiye";'41.04705010000000;'29.17725149999990;"https://www.google.com/maps?q=41.04705010000001;29.17725149999999"
Big Chefs - ÇorluŞubesi;"Kazimiye; Salih Omurtak Cd. No:28; 59860 Corlu/Tekirdag; Türkiye";'41.1526872;'27.8318787;"https://www.google.com/maps?q=41.1526872;27.8318787"
Big Chefs - Çorum AHL ParkŞubesi;"Cepni; AHL PARK AVM; Kerebi Gazi 1. Sk. No:257; 19040 Corum Merkez/Corum; Türkiye";'40.544389;'34.9471983;"https://www.google.com/maps?q=40.544389;34.9471983"
Big Chefs - DenizliŞubesi;"Kinikli; Camlik Blv. 76/A; 20160 Pamukkale/Denizli; Türkiye";'37.7460583;'29.0869377;"https://www.google.com/maps?q=37.7460583;29.0869377"
Big Chefs - Didim BigchefsŞubesi;"Camlik; Amfi Tiyatro; Aytepe Cd. No:3; 09270 Didim/Aydin; Türkiye";'37.3479447;'27.269703;"https://www.google.com/maps?q=37.3479447;27.269703"
Big Chefs - EdirneŞubesi;"Abdurrahman; Erasta AVM; Atatürk Blv No:235; 22100 Edirne Merkez/Edirne; Türkiye";'41.6663741;'26.5711422;"https://www.google.com/maps?q=41.6663741;26.5711422"
Big Chefs - Ege PerlaŞubesi;"Cinarli; Ozan Abay Cd. No:8; 35170 Konak/İzmir; Türkiye";'38.4470936;'27.1737655;"https://www.google.com/maps?q=38.4470936;27.1737655"
Big Chefs - Enntepe AVMŞubesi;"Karacigan; Enntepe AVM; Ankara Cd. No:70 iç kapi no:Z26; 42050 Karatay/Konya; Türkiye";'37.8867524;'32.4998461;"https://www.google.com/maps?q=37.8867524;32.4998461"
Big Chefs - Ergin ConceptŞubesi;"Ahmet Yesevi; Ergin Concept; Ergin Sk. No:4; 16140 NiÌ‡lüfer/Bursa; Türkiye";'40.2701625;'28.9347346;"https://www.google.com/maps?q=40.2701625;28.9347346"
Big Chefs - ErzurumŞubesi;"Ömer Nasuhi Bilmen; Hilton Garden Inn Erzurum Otel; Somunoglu Cd. alti; 25200 Yakutiye/Erzurum; Türkiye";'39.9163176;'41.2500533;"https://www.google.com/maps?q=39.9163176;41.2500533"
Big Chefs - EskişehirŞubesi;"Hoşnudiye; Cassaba Modern; 770 Sokak No:4; 26130 Tepebaşi/Eskişehir; Türkiye";'39.7840296;'30.5008476;"https://www.google.com/maps?q=39.7840296;30.5008476"
Big Chefs - FethiyeŞubesi;"Foça; 1030 Sokak No: 190; 48300 Fethiye/Mugla; Türkiye";'36.6526088;'29.1103138;"https://www.google.com/maps?q=36.6526088;29.1103138"
Big Chefs - Forum BornovaŞubesi;"Kazimdirik; Forum Bornova Alişveriş Merkezi; 372. Sk.; 35100 Bornova/İzmir; Türkiye";'38.4498199;'27.2096401;"https://www.google.com/maps?q=38.4498199;27.2096401"
Big Chefs - GordionŞubesi;"Koru; Ankaralilar Cd. Gordion AVM No:2/A; 06810 Cankaya/Ankara; Türkiye";'39.9012031;'32.6908783;"https://www.google.com/maps?q=39.9012031;32.6908783"
Big Chefs - GöktürkŞubesi;"Göktürk Merkez Mahallesi İstanbul Caddesi Arcadium Life 3 İş Merkezi 26/1-A; 34077 Eyüpsultan; Türkiye";'41.1775886;'28.885631;"https://www.google.com/maps?q=41.1775886;28.885631"
Big Chefs - Kanyon AVMŞubesi;"Esentepe; Kanyon AVM Yemek kati; Büyükdere Cd. No:185; 34394 Şişli/İstanbul; Türkiye";'41.0780473;'29.0105306;"https://www.google.com/maps?q=41.0780473;29.0105306"
Big Chefs - Kayseri Caddesi 38Şubesi;"Köşk Mahallesi; Cadde 38; 1631 Sokak No:2; 38140 Melikgazi/Kayseri; Türkiye";'38.7071465;'35.5102046;"https://www.google.com/maps?q=38.7071465;35.5102046"
Big Chefs - KayseriŞubesi;"Osman Kavuncu Caddesi; Kenarcik Sk. No:2; 38010 Kocasinan/Kayseri; Türkiye";'38.7216394;'35.4797202;"https://www.google.com/maps?q=38.7216394;35.4797202"
Big Chefs - Kentpark AVMŞubesi;"Eskişehir Yolu; 7. Km; Kentpark AVM 164/P; 06510 Cankaya/Ankara; Türkiye";'39.90992;'32.7761036;"https://www.google.com/maps?q=39.90992;32.7761036"
Big Chefs - KıyıİstanbulŞubesi;"Fatih Mahallesi; 2. Kordonboyu Caddesi No:2/A Bagimsiz bölüm 2; 34500 Büyükçekmece/İstanbul; Türkiye";'41.0176421;'28.5802625;"https://www.google.com/maps?q=41.0176421;28.5802625"
Big Chefs - KonyaaltıŞubesi;"Kuşkavagi Mahallesi Akdeniz Bulvari No :110; 07070 Konyaalti/Antalya; Türkiye";'36.8698289;'30.6501837;"https://www.google.com/maps?q=36.8698289;30.6501837"
Big Chefs - KonyaŞubesi;"Horozluhan OSB; Adana Cevre Yolu Cd. No:11/1; 42120 Selçuklu/Konya; Türkiye";'37.9189262;'32.5098991;"https://www.google.com/maps?q=37.9189262;32.5098991"
Big Chefs - Lensİstanbul AVMŞubesi;"Lens AVM; Yenişehir Mahallesi Osmanli Bulvari; C211-212 213-214; 34912 Pendik/İstanbul; Türkiye";'40.92772069999990;'29.3121246;"https://www.google.com/maps?q=40.92772069999999;29.3121246"
Big Chefs - MaidanŞubesi;"Mustafa Kemal; A176; 2118. Cd. Maidan AVM No:4 A D:174; A175; 06530 Cankaya/Ankara; Türkiye";'39.9092106;'32.7643381;"https://www.google.com/maps?q=39.9092106;32.7643381"
Big Chefs - Mall Ofİstanbul AVMŞubesi;"Süleyman Demirel Bulvari No:7/402 Kat:2; 34490 Başakşehir/İstanbul; Türkiye";'41.06233539999990;'28.8083228;"https://www.google.com/maps?q=41.06233539999999;28.8083228"
Big Chefs - Marmara Forum AVMŞubesi;"Marmara Forum AVM 2. Kat No:; D:191; 34146 Bakirköy/İstanbul; Türkiye";'40.9970658;'28.8865123;"https://www.google.com/maps?q=40.9970658;28.8865123"
Big Chefs - Marmaris MarinaŞubesi;"Tepe; 39. Sk. No:150/A; 48700 Marmaris/Mugla; Türkiye";'36.8531264;'28.2770243;"https://www.google.com/maps?q=36.8531264;28.2770243"
Big Chefs - MaşukiyeŞubesi;"Maşukiye; Akçakese Sk. Gate 41; 41295 Kartepe/Kocaeli; Türkiye";'40.7031175;'30.1422099;"https://www.google.com/maps?q=40.7031175;30.1422099"
Big Chefs - MavibahçeŞubesi;"Mavişehir Mah; Mavi Bahçe Avm; Aziz Nesin Blv. No:26 Zemin Kat; 35590 Karşiyaka/İzmir; Türkiye";'38.4727101;'27.0745045;"https://www.google.com/maps?q=38.4727101;27.0745045"
Big Chefs - Memorial - Bahçelievler HastanesiŞubesi;"Bahçelievler; Adnan Kahveci Blv. No:227; 34180 Bahçelievler/İstanbul; Türkiye";'40.99330519999990;'28.8522702;"https://www.google.com/maps?q=40.99330519999999;28.8522702"
Big Chefs - Moda TerasŞubesi;"Caferaga; Moda Mektebi Sk. No: 1; 34790 Kadiköy/İstanbul; Türkiye";'40.9807104;'29.02568339999990;"https://www.google.com/maps?q=40.9807104;29.02568339999999"
Big Chefs - Next Level AVMŞubesi;"Kizilirmak; Next Level AVM No:3zk25; Dumlupinar Blv. No:3; 06550 Cankaya/Ankara; Türkiye";'39.9115526;'32.8123214;"https://www.google.com/maps?q=39.9115526;32.8123214"
Big Chefs - Nişantaşı Lotus Walk AVMŞubesi;"Halaskargazi; Lotus Walk AVM; Halaskargazi Cd. No:38-66; 34371 Şişli/İstanbul; Türkiye";'41.0518815;'28.9876697;"https://www.google.com/maps?q=41.0518815;28.9876697"
Big Chefs - One TowerŞubesi;"Oran; One Tower Avm; Oran Mah. Kudüs Cad. No:6 Zemin Kat; 06450 Cankaya/Ankara; Türkiye";'39.8492419;'32.8347119;"https://www.google.com/maps?q=39.8492419;32.8347119"
Big Chefs - OrduŞubesi;"Akyazi; 822. Sk. No:2; 52200 Altinordu/Ordu; Türkiye";'40.98355900000000;'37.911399;"https://www.google.com/maps?q=40.98355900000001;37.911399"
Big Chefs - ÖzlüceŞubesi;"Altinşehir; Özlüce Blv No:44/D; 16230 NiÌ‡lüfer/Bursa; Türkiye";'40.2250562;'28.9151842;"https://www.google.com/maps?q=40.2250562;28.9151842"
Big Chefs - Palladium AVMŞubesi;"Barbaros; Palladium AVM; Halk Cd. No:8 D:B; 34746 Ataşehir/İstanbul; Türkiye";'40.98769009999990;'29.1005848;"https://www.google.com/maps?q=40.98769009999999;29.1005848"
Big Chefs - Point BornovaŞubesi;"Point Bornova AVM; Yeşilova Mahallesi; 4174. Sokak No:84 Z-25; 35080 Bornova/İzmir; Türkiye";'38.4308227;'27.2107492;"https://www.google.com/maps?q=38.4308227;27.2107492"
Big Chefs - Polat Piyalepaşa ÇarşıŞubesi;"İstiklal; Polat Piyalepaşa Carşi AVM; 34440 Beyoglu/İstanbul; Türkiye";'41.0422322;'28.9682246;"https://www.google.com/maps?q=41.0422322;28.9682246"
Big Chefs - Prime AVMŞubesi;"Uncubozköy; Mimar Sinan Blv.; 45030 Yunusemre/Manisa; Türkiye";'38.6158218;'27.3985197;"https://www.google.com/maps?q=38.6158218;27.3985197"
Big Chefs - Sur Yapı MarkaŞubesi;"Odunluk; Akademi Cd 6/A D:175; 16110 NiÌ‡lüfer/Bursa; Türkiye";'40.20653129999990;'28.9964421;"https://www.google.com/maps?q=40.20653129999999;28.9964421"
Big Chefs - Symbol AVMŞubesi;"Ovacik; Symbol AVM; D100; 41140 Başiskele/Kocaeli; Türkiye";'40.7580956;'29.978692;"https://www.google.com/maps?q=40.7580956;29.978692"
Big Chefs - TarabyaŞubesi;"Tarabya; Yeniköy Tarabya Cd. No:3; 34457 Sariyer/İstanbul; Türkiye";'41.136982;'29.0583785;"https://www.google.com/maps?q=41.136982;29.0583785"
Big Chefs - Tepe NautilusŞubesi;"Acibadem; Fatih Sk. Tepe Nautilus AVM No:1; 34718 Kadiköy/İstanbul; Türkiye";'41.00017;'29.032299;"https://www.google.com/maps?q=41.00017;29.032299"
Big Chefs - TünelŞubesi;"Evliya Celebi; Meşrutiyet Cd. No:96/A; 34430 Beyoglu/İstanbul; Türkiye";'41.0281425;'28.9726726;"https://www.google.com/maps?q=41.0281425;28.9726726"
Big Chefs - UrlaŞubesi;"Yenikent; Bamboo AVM; Samanyolu Sk. No:6; 35430 Urla/İzmir; Türkiye";'38.335616;'26.770496;"https://www.google.com/maps?q=38.335616;26.770496"
Big Chefs - Vailand AVMŞubesi;"Yeşilpinar; Şht. Metin Kaya Sk. No:11; 34065 Eyüpsultan/İstanbul; Türkiye";'41.0745539;'28.9242451;"https://www.google.com/maps?q=41.0745539;28.9242451"
Big Chefs - Velux AVMŞubesi;"İnönü; Velux AVM; 1729. Cadde No: 4/14 -27/28; 06370 Yenimahalle/Ankara; Türkiye";'39.9457643;'32.736945;"https://www.google.com/maps?q=39.9457643;32.736945"
Big Chefs - Via Flat ArmadaŞubesi;"Beştepe; Nergiz Sk. No:7/34; 06560 Yenimahalle/Ankara; Türkiye";'39.9141987;'32.8088903;"https://www.google.com/maps?q=39.9141987;32.8088903"
Big Chefs - Viaport Marina AVMŞubesi;"Cami Mahallesi Viaport Marina Balikçilar Sokak No:20 D:E Blok; 34940 Tuzla; Türkiye";'40.8140658;'29.3188576;"https://www.google.com/maps?q=40.8140658;29.3188576"
Big Chefs - YalovaŞubesi;"Süleyman Bey; Setur Yalova Marina; Yatlimani; Cengiz Koçal Cad. No:45; 77100 Yalova Merkez/Yalova; Türkiye";'40.6608876;'29.2779485;"https://www.google.com/maps?q=40.6608876;29.2779485"
Big Chefs - YomraŞubesi;"Kaşüstü; Ongan Sk. No:5; 61290 Yomra/Trabzon; Türkiye";'40.9652176;'39.8387885;"https://www.google.com/maps?q=40.9652176;39.8387885"
Big Chefs - Zorlu CenterŞubesi;"Levazim; Koru Sok. No:2; 34340 Beşiktaş/İstanbul; Türkiye";'41.0664793;'29.0159661;"https://www.google.com/maps?q=41.0664793;29.0159661"
Big Chefs -İskenderunŞubesi;"Süleymaniye; İskenderun Park Forbes AVM; Kazim Karabekir Cd. No:97 31200; 31200 İskenderun/Hatay; Türkiye";'36.5932264;'36.1601988;"https://www.google.com/maps?q=36.5932264;36.1601988"
Big Chefs -İstanbul Watergarden AVMŞubesi;"Barbaros; Ahlat Sk. No:2/A Kapi:10-11; 34764 Ataşehir/İstanbul; Türkiye";'40.99795719999990;'29.0997386;"https://www.google.com/maps?q=40.99795719999999;29.0997386"
Big Chefs -İstmarina AVMŞubesi;"Kordonboyu; Ankara Cd. No:147-6 D:140; 34860 Kartal/İstanbul; Türkiye";'40.88424879999990;'29.2060912;"https://www.google.com/maps?q=40.88424879999999;29.2060912"
